Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
187.780318,AlphaPL_411325,Cancel,698,,,-149,,,
187.780429,AlphaPL_411325,Cancel,699,,,-49,,,
187.781362,AlphaPL_411325,Insert,700,1.0,A,151,126000.0,G,
187.781413,AlphaPL_411325,Insert,701,1.0,B,49,125800.0,G,
187.962655,AlphaPL_411325,Cancel,700,,,-151,,,
187.963726,AlphaPL_411325,Insert,702,1.0,A,151,126100.0,G,
188.302788,AlphaPL_411325,Cancel,702,,,-151,,,
188.303565,AlphaPL_411325,Insert,703,1.0,A,151,126000.0,G,
188.536858,AlphaPL_411325,Cancel,703,,,-151,,,
188.536934,AlphaPL_411325,Cancel,701,,,-49,,,
188.537201,AlphaPL_411325,Insert,704,1.0,A,151,125900.0,G,
188.537381,AlphaPL_411325,Insert,705,1.0,B,49,125700.0,G,
188.75594,AlphaPL_411325,Cancel,704,,,-151,,,
188.756368,AlphaPL_411325,Insert,706,1.0,A,151,125800.0,G,
188.756736,AlphaPL_411325,Trade,705,1.0,B,2,125700.0,,-25.0
188.959772,AlphaPL_411325,Trade,705,1.0,B,2,125700.0,,-25.0
189.29692,AlphaPL_411325,Cancel,706,,,-151,,,
189.297181,AlphaPL_411325,Cancel,705,,,-45,,,
189.297869,AlphaPL_411325,Insert,707,1.0,A,155,125700.0,G,
189.297883,AlphaPL_411325,Insert,708,1.0,B,45,125500.0,G,
189.469051,AlphaPL_411325,Trade,708,1.0,B,12,125500.0,,-151.0
189.553878,AlphaPL_411325,Cancel,707,,,-155,,,
189.553933,AlphaPL_411325,Cancel,708,,,-33,,,
189.554312,AlphaPL_411325,Insert,709,1.0,A,167,125800.0,G,
189.554323,AlphaPL_411325,Insert,710,1.0,B,33,125600.0,G,
189.799469,AlphaPL_411325,Cancel,709,,,-167,,,
189.799591,AlphaPL_411325,Cancel,710,,,-33,,,
189.800582,AlphaPL_411325,Insert,711,1.0,A,167,126000.0,G,
189.800596,AlphaPL_411325,Insert,712,1.0,B,33,125800.0,G,
189.893301,AlphaPL_411325,Trade,711,1.0,A,8,126000.0,,-101.0
190.490005,AlphaPL_411325,Cancel,711,,,-159,,,
190.49007,AlphaPL_411325,Cancel,712,,,-33,,,
190.491002,AlphaPL_411325,Insert,713,1.0,A,159,126100.0,G,
190.491018,AlphaPL_411325,Insert,714,1.0,B,41,125900.0,G,
190.801504,AlphaPL_411325,Trade,714,1.0,B,33,125900.0,,-415.0
190.839926,AlphaPL_411325,Trade,713,1.0,A,95,126100.0,,-1198.0
190.962558,AlphaPL_411325,Cancel,713,,,-64,,,
190.962794,AlphaPL_411325,Cancel,714,,,-8,,,
190.963636,AlphaPL_411325,Insert,715,1.0,A,97,126000.0,G,
190.963652,AlphaPL_411325,Insert,716,1.0,B,103,125800.0,G,
191.072088,AlphaPL_411325,Trade,715,1.0,A,68,126000.0,,-857.0
191.43471,AlphaPL_411325,Trade,716,1.0,B,101,125800.0,,-1271.0
191.505502,AlphaPL_411325,Cancel,715,,,-29,,,
191.506295,AlphaPL_411325,Insert,717,1.0,A,130,125900.0,G,
191.50698,AlphaPL_411325,Trade,716,1.0,B,2,125800.0,,-25.0
191.507532,AlphaPL_411325,Insert,718,1.0,B,68,125800.0,G,
192.027785,AlphaPL_411325,Cancel,717,,,-130,,,
192.027837,AlphaPL_411325,Cancel,718,,,-68,,,
192.028084,AlphaPL_411325,Insert,719,1.0,A,132,125700.0,G,
192.028095,AlphaPL_411325,Insert,720,1.0,B,68,125500.0,G,
192.238081,AlphaPL_411325,Cancel,719,,,-132,,,
192.238157,AlphaPL_411325,Cancel,720,,,-68,,,
192.23885,AlphaPL_411325,Insert,721,1.0,A,132,126000.0,G,
192.238864,AlphaPL_411325,Insert,722,1.0,B,68,125800.0,G,
192.770558,AlphaPL_411325,Cancel,721,,,-132,,,
192.770682,AlphaPL_411325,Cancel,722,,,-68,,,
192.771136,AlphaPL_411325,Insert,723,1.0,A,132,125900.0,G,
192.77115,AlphaPL_411325,Insert,724,1.0,B,68,125700.0,G,
192.993789,AlphaPL_411325,Cancel,723,,,-132,,,
192.994675,AlphaPL_411325,Insert,725,1.0,A,132,126000.0,G,
193.219508,AlphaPL_411325,Cancel,725,,,-132,,,
193.220047,AlphaPL_411325,Insert,726,1.0,A,132,125900.0,G,
193.531278,AlphaPL_411325,Cancel,726,,,-132,,,
193.531551,AlphaPL_411325,Cancel,724,,,-68,,,
193.533319,AlphaPL_411325,Insert,727,1.0,A,132,126300.0,G,
193.533374,AlphaPL_411325,Insert,728,1.0,B,68,126100.0,G,
193.533374,AlphaPL_411325,Trade,728,1.0,B,4,125900.0,,101.0
193.533374,AlphaPL_411325,Trade,728,1.0,B,64,126100.0,,1614.0
193.987224,AlphaPL_411325,Cancel,727,,,-132,,,
193.987814,AlphaPL_411325,Insert,729,1.0,A,200,126200.0,G,
194.018477,AlphaPL_411325,Trade,729,1.0,A,25,126200.0,,-316.0
194.23887,AlphaPL_411325,Cancel,729,,,-175,,,
194.239187,AlphaPL_411325,Insert,730,1.0,B,25,125900.0,G,
194.239315,AlphaPL_411325,Insert,731,1.0,A,175,126100.0,G,
194.312528,AlphaPL_411325,Trade,730,1.0,B,10,125900.0,,-126.0
194.477766,AlphaPL_411325,Cancel,731,,,-175,,,
194.478001,AlphaPL_411325,Cancel,730,,,-15,,,
194.484517,AlphaPL_411325,Insert,732,1.0,A,185,126000.0,G,
194.484591,AlphaPL_411325,Insert,733,1.0,B,15,125800.0,G,
194.663959,AlphaPL_411325,Trade,732,1.0,A,5,126000.0,,-63.0
194.953257,AlphaPL_411325,Trade,732,1.0,A,20,126000.0,,-252.0
194.958501,AlphaPL_411325,Cancel,732,,,-160,,,
194.959374,AlphaPL_411325,Insert,734,1.0,A,160,125900.0,G,
194.959485,AlphaPL_411325,Trade,733,1.0,B,2,125800.0,,-25.0
195.50481,AlphaPL_411325,Cancel,734,,,-160,,,
195.504963,AlphaPL_411325,Cancel,733,,,-13,,,
195.505034,AlphaPL_411325,Insert,735,1.0,A,162,125300.0,G,
195.505034,AlphaPL_411325,Trade,735,1.0,A,15,125700.0,,377.0
195.505034,AlphaPL_411325,Trade,735,1.0,A,15,125600.0,,377.0
195.505034,AlphaPL_411325,Trade,735,1.0,A,30,125300.0,,752.0
195.505846,AlphaPL_411325,Insert,736,1.0,B,38,125200.0,G,
195.780337,AlphaPL_411325,Cancel,735,,,-102,,,
195.780411,AlphaPL_411325,Insert,737,1.0,A,102,125500.0,G,
195.983364,AlphaPL_411325,Cancel,737,,,-102,,,
195.983862,AlphaPL_411325,Insert,738,1.0,A,102,125400.0,G,
195.983996,AlphaPL_411325,Trade,736,1.0,B,38,125200.0,,-476.0
195.984512,AlphaPL_411325,Insert,739,1.0,B,60,125200.0,G,
196.287381,AlphaPL_411325,Cancel,738,,,-102,,,
196.287407,AlphaPL_411325,Cancel,739,,,-60,,,
196.288185,AlphaPL_411325,Insert,740,1.0,A,140,125500.0,G,
196.288197,AlphaPL_411325,Insert,741,1.0,B,60,125300.0,G,
196.544549,AlphaPL_411325,Cancel,740,,,-140,,,
196.544588,AlphaPL_411325,Cancel,741,,,-60,,,
196.544638,AlphaPL_411325,Insert,742,1.0,A,140,125400.0,G,
196.54465,AlphaPL_411325,Insert,743,1.0,B,60,125200.0,G,
196.770661,AlphaPL_411325,Cancel,742,,,-140,,,
196.771248,AlphaPL_411325,Insert,744,1.0,A,140,125500.0,G,
197.030407,AlphaPL_411325,Cancel,744,,,-140,,,
197.030737,AlphaPL_411325,Insert,745,1.0,A,140,125400.0,G,
197.263031,AlphaPL_411325,Cancel,745,,,-140,,,
197.263288,AlphaPL_411325,Insert,746,1.0,A,140,125500.0,G,
197.741387,AlphaPL_411325,Cancel,743,,,-60,,,
197.742006,AlphaPL_411325,Insert,747,1.0,B,60,125300.0,G,
198.025411,AlphaPL_411325,Cancel,746,,,-140,,,
198.025478,AlphaPL_411325,Cancel,747,,,-60,,,
198.026246,AlphaPL_411325,Insert,748,1.0,A,140,125400.0,G,
198.026258,AlphaPL_411325,Insert,749,1.0,B,60,125200.0,G,
198.22202,AlphaPL_411325,Trade,749,1.0,B,60,125200.0,,-751.0
198.302146,AlphaPL_411325,Cancel,748,,,-140,,,
198.303811,AlphaPL_411325,Insert,750,1.0,A,200,125000.0,G,
198.303811,AlphaPL_411325,Trade,750,1.0,A,2,125100.0,,50.0
198.303811,AlphaPL_411325,Trade,750,1.0,A,68,125000.0,,1700.0
198.536975,AlphaPL_411325,Cancel,750,,,-130,,,
198.537047,AlphaPL_411325,Insert,751,1.0,B,70,124500.0,G,
198.540113,AlphaPL_411325,Insert,752,1.0,A,130,124700.0,G,
198.540113,AlphaPL_411325,Trade,752,1.0,A,130,124800.0,,3245.0
198.998031,AlphaPL_411325,Cancel,751,,,-70,,,
198.998133,AlphaPL_411325,Insert,753,1.0,B,200,124400.0,G,
199.246222,AlphaPL_411325,Cancel,753,,,-200,,,
199.246475,AlphaPL_411325,Insert,754,1.0,B,200,124500.0,G,
199.503694,AlphaPL_411325,Cancel,754,,,-200,,,
199.503845,AlphaPL_411325,Insert,755,1.0,B,200,124300.0,G,
200.268461,AlphaPL_411325,Cancel,755,,,-200,,,
200.26861,AlphaPL_411325,Insert,756,1.0,B,200,123900.0,G,
200.476334,AlphaPL_411325,Cancel,756,,,-200,,,
200.477216,AlphaPL_411325,Insert,757,1.0,B,200,123000.0,G,
200.730878,AlphaPL_411325,Cancel,757,,,-200,,,
200.731205,AlphaPL_411325,Insert,758,1.0,B,200,123200.0,G,
201.047085,AlphaPL_411325,Cancel,758,,,-200,,,
201.047448,AlphaPL_411325,Insert,759,1.0,B,200,123300.0,G,
201.220182,AlphaPL_411325,Cancel,759,,,-200,,,
201.220785,AlphaPL_411325,Insert,760,1.0,B,200,123200.0,G,
201.738168,AlphaPL_411325,Cancel,760,,,-200,,,
201.738888,AlphaPL_411325,Insert,761,1.0,B,200,122900.0,G,
202.035341,AlphaPL_411325,Cancel,761,,,-200,,,
202.036113,AlphaPL_411325,Insert,762,1.0,B,200,122800.0,G,
202.276804,AlphaPL_411325,Cancel,762,,,-200,,,
202.277072,AlphaPL_411325,Insert,763,1.0,B,200,122700.0,G,
202.495797,AlphaPL_411325,Cancel,763,,,-200,,,
202.496195,AlphaPL_411325,Insert,764,1.0,B,200,122800.0,G,
202.759717,AlphaPL_411325,Cancel,764,,,-200,,,
202.760203,AlphaPL_411325,Insert,765,1.0,B,200,122500.0,G,
203.05294,AlphaPL_411325,Cancel,765,,,-200,,,
203.054049,AlphaPL_411325,Insert,766,1.0,B,200,122300.0,G,
203.208795,AlphaPL_411325,Cancel,766,,,-200,,,
203.209309,AlphaPL_411325,Insert,767,1.0,B,200,122400.0,G,
203.523305,AlphaPL_411325,Cancel,767,,,-200,,,
203.523441,AlphaPL_411325,Insert,768,1.0,B,200,122700.0,G,
203.706483,AlphaPL_411325,Cancel,768,,,-200,,,
203.706714,AlphaPL_411325,Insert,769,1.0,B,200,122800.0,G,
204.243455,AlphaPL_411325,Cancel,769,,,-200,,,
204.24443,AlphaPL_411325,Insert,770,1.0,B,200,122900.0,G,
204.980544,AlphaPL_411325,Cancel,770,,,-200,,,
204.980774,AlphaPL_411325,Insert,771,1.0,B,200,122800.0,G,
205.27307,AlphaPL_411325,Cancel,771,,,-200,,,
205.273931,AlphaPL_411325,Insert,772,1.0,B,200,123200.0,G,
205.494623,AlphaPL_411325,Cancel,772,,,-200,,,
205.495514,AlphaPL_411325,Insert,773,1.0,B,200,123300.0,G,
205.755662,AlphaPL_411325,Cancel,773,,,-200,,,
205.756031,AlphaPL_411325,Insert,774,1.0,B,200,123200.0,G,
206.494643,AlphaPL_411325,Cancel,774,,,-200,,,
206.495445,AlphaPL_411325,Insert,775,1.0,B,200,122900.0,G,
206.736582,AlphaPL_411325,Cancel,775,,,-200,,,
206.737196,AlphaPL_411325,Insert,776,1.0,B,200,123200.0,G,
207.283707,AlphaPL_411325,Cancel,776,,,-200,,,
207.284504,AlphaPL_411325,Insert,777,1.0,B,200,122800.0,G,
207.775436,AlphaPL_411325,Cancel,777,,,-200,,,
207.775882,AlphaPL_411325,Insert,778,1.0,B,200,123100.0,G,
207.981026,AlphaPL_411325,Cancel,778,,,-200,,,
207.981235,AlphaPL_411325,Insert,779,1.0,B,200,123000.0,G,
208.245326,AlphaPL_411325,Cancel,779,,,-200,,,
208.245851,AlphaPL_411325,Insert,780,1.0,B,200,123100.0,G,
208.478696,AlphaPL_411325,Cancel,780,,,-200,,,
208.479415,AlphaPL_411325,Insert,781,1.0,B,200,122900.0,G,
208.781887,AlphaPL_411325,Cancel,781,,,-200,,,
208.78262,AlphaPL_411325,Insert,782,1.0,B,200,122800.0,G,
209.048107,AlphaPL_411325,Cancel,782,,,-200,,,
209.048292,AlphaPL_411325,Insert,783,1.0,B,200,122900.0,G,
209.281391,AlphaPL_411325,Cancel,783,,,-200,,,
209.281888,AlphaPL_411325,Insert,784,1.0,B,200,123000.0,G,
210.020132,AlphaPL_411325,Cancel,784,,,-200,,,
210.02094,AlphaPL_411325,Insert,785,1.0,B,200,123300.0,G,
211.304252,AlphaPL_411325,Cancel,785,,,-200,,,
211.304803,AlphaPL_411325,Insert,786,1.0,B,200,123500.0,G,
211.761815,AlphaPL_411325,Cancel,786,,,-200,,,
211.762311,AlphaPL_411325,Insert,787,1.0,B,200,123300.0,G,
212.004143,AlphaPL_411325,Cancel,787,,,-200,,,
212.00447,AlphaPL_411325,Insert,788,1.0,B,200,123100.0,G,
212.286395,AlphaPL_411325,Cancel,788,,,-200,,,
212.286738,AlphaPL_411325,Insert,789,1.0,B,200,123300.0,G,
212.993565,AlphaPL_411325,Cancel,789,,,-200,,,
212.994009,AlphaPL_411325,Insert,790,1.0,B,200,123400.0,G,
213.489191,AlphaPL_411325,Cancel,790,,,-200,,,
213.489607,AlphaPL_411325,Insert,791,1.0,B,200,123600.0,G,
213.999497,AlphaPL_411325,Cancel,791,,,-200,,,
214.000535,AlphaPL_411325,Insert,792,1.0,B,200,123500.0,G,
214.545265,AlphaPL_411325,Cancel,792,,,-200,,,
214.54612,AlphaPL_411325,Insert,793,1.0,B,200,123600.0,G,
214.722883,AlphaPL_411325,Cancel,793,,,-200,,,
214.723583,AlphaPL_411325,Insert,794,1.0,B,200,123900.0,G,
214.959266,AlphaPL_411325,Trade,794,1.0,B,7,123900.0,,-87.0
215.021477,AlphaPL_411325,Insert,795,1.0,A,7,124100.0,G,
215.021726,AlphaPL_411325,Trade,795,1.0,A,2,124100.0,,-25.0
215.265074,AlphaPL_411325,Cancel,795,,,-5,,,
215.265138,AlphaPL_411325,Cancel,794,,,-193,,,
215.265478,AlphaPL_411325,Insert,796,1.0,A,5,124000.0,G,
215.265492,AlphaPL_411325,Insert,797,1.0,B,195,123800.0,G,
215.266131,AlphaPL_411325,Trade,796,1.0,A,2,124000.0,,-25.0
215.427852,AlphaPL_411325,Trade,796,1.0,A,3,124000.0,,-37.0
215.779486,AlphaPL_411325,Cancel,797,,,-195,,,
215.780524,AlphaPL_411325,Insert,798,1.0,B,200,123600.0,G,
216.249043,AlphaPL_411325,Cancel,798,,,-200,,,
216.249411,AlphaPL_411325,Insert,799,1.0,B,200,123500.0,G,
216.988994,AlphaPL_411325,Cancel,799,,,-200,,,
216.989142,AlphaPL_411325,Insert,800,1.0,B,200,123600.0,G,
217.102534,AlphaPL_411325,Trade,800,1.0,B,26,123600.0,,-321.0
217.212901,AlphaPL_411325,Cancel,800,,,-174,,,
217.212945,AlphaPL_411325,Insert,801,1.0,A,26,123800.0,G,
217.213432,AlphaPL_411325,Insert,802,1.0,B,174,123500.0,G,
217.466647,AlphaPL_411325,Cancel,802,,,-174,,,
217.467174,AlphaPL_411325,Insert,803,1.0,B,174,123600.0,G,
217.594756,AlphaPL_411325,Trade,801,1.0,A,12,123800.0,,-149.0
217.981832,AlphaPL_411325,Cancel,803,,,-174,,,
217.982903,AlphaPL_411325,Insert,804,1.0,B,186,123500.0,G,
218.237806,AlphaPL_411325,Cancel,801,,,-14,,,
218.238143,AlphaPL_411325,Cancel,804,,,-186,,,
218.238776,AlphaPL_411325,Insert,805,1.0,A,14,123700.0,G,
218.2388,AlphaPL_411325,Insert,806,1.0,B,186,123400.0,G,
218.521522,AlphaPL_411325,Cancel,805,,,-14,,,
218.5216,AlphaPL_411325,Cancel,806,,,-186,,,
218.522049,AlphaPL_411325,Insert,807,1.0,A,14,123800.0,G,
218.522062,AlphaPL_411325,Insert,808,1.0,B,186,123700.0,G,
218.522743,AlphaPL_411325,Trade,807,1.0,A,2,123800.0,,-25.0
218.785622,AlphaPL_411325,Trade,807,1.0,A,2,123800.0,,-25.0
218.990052,AlphaPL_411325,Cancel,807,,,-10,,,
218.990758,AlphaPL_411325,Insert,809,1.0,A,10,123900.0,G,
219.067286,AlphaPL_411325,Trade,809,1.0,A,10,123900.0,,-124.0
219.753166,AlphaPL_411325,Cancel,808,,,-186,,,
219.753696,AlphaPL_411325,Insert,810,1.0,B,200,123500.0,G,
219.979749,AlphaPL_411325,Cancel,810,,,-200,,,
219.979896,AlphaPL_411325,Insert,811,1.0,B,200,122900.0,G,
220.293559,AlphaPL_411325,Cancel,811,,,-200,,,
220.29373,AlphaPL_411325,Insert,812,1.0,B,200,122800.0,G,
220.532412,AlphaPL_411325,Cancel,812,,,-200,,,
220.533428,AlphaPL_411325,Insert,813,1.0,B,200,122900.0,G,
221.012596,AlphaPL_411325,Cancel,813,,,-200,,,
221.013464,AlphaPL_411325,Insert,814,1.0,B,200,122800.0,G,
221.226036,AlphaPL_411325,Cancel,814,,,-200,,,
221.226389,AlphaPL_411325,Insert,815,1.0,B,200,123100.0,G,
221.504867,AlphaPL_411325,Cancel,815,,,-200,,,
221.505196,AlphaPL_411325,Insert,816,1.0,B,200,123200.0,G,
221.761588,AlphaPL_411325,Cancel,816,,,-200,,,
221.762059,AlphaPL_411325,Insert,817,1.0,B,200,123300.0,G,
222.045297,AlphaPL_411325,Cancel,817,,,-200,,,
222.045681,AlphaPL_411325,Insert,818,1.0,B,200,123100.0,G,
222.230992,AlphaPL_411325,Cancel,818,,,-200,,,
222.2311,AlphaPL_411325,Insert,819,1.0,B,200,123000.0,G,
223.24227,AlphaPL_411325,Cancel,819,,,-200,,,
223.24266,AlphaPL_411325,Insert,820,1.0,B,200,122800.0,G,
223.490498,AlphaPL_411325,Cancel,820,,,-200,,,
223.490979,AlphaPL_411325,Insert,821,1.0,B,200,122700.0,G,
223.978255,AlphaPL_411325,Cancel,821,,,-200,,,
223.979674,AlphaPL_411325,Insert,822,1.0,B,200,122800.0,G,
224.295619,AlphaPL_411325,Cancel,822,,,-200,,,
224.295728,AlphaPL_411325,Insert,823,1.0,B,200,122700.0,G,
224.725017,AlphaPL_411325,Cancel,823,,,-200,,,
224.725672,AlphaPL_411325,Insert,824,1.0,B,200,122900.0,G,
225.779298,AlphaPL_411325,Cancel,824,,,-200,,,
225.780913,AlphaPL_411325,Insert,825,1.0,B,200,123000.0,G,
226.041848,AlphaPL_411325,Cancel,825,,,-200,,,
226.042462,AlphaPL_411325,Insert,826,1.0,B,200,123200.0,G,
226.249311,AlphaPL_411325,Cancel,826,,,-200,,,
226.24951,AlphaPL_411325,Insert,827,1.0,B,200,123100.0,G,
226.709355,AlphaPL_411325,Cancel,827,,,-200,,,
226.70995,AlphaPL_411325,Insert,828,1.0,B,200,123000.0,G,
227.001954,AlphaPL_411325,Cancel,828,,,-200,,,
227.00244,AlphaPL_411325,Insert,829,1.0,B,200,123100.0,G,
228.296064,AlphaPL_411325,Cancel,829,,,-200,,,
228.296747,AlphaPL_411325,Insert,830,1.0,B,200,123000.0,G,
228.802928,AlphaPL_411325,Cancel,830,,,-200,,,
228.803186,AlphaPL_411325,Insert,831,1.0,B,200,123100.0,G,
229.212603,AlphaPL_411325,Cancel,831,,,-200,,,
229.212821,AlphaPL_411325,Insert,832,1.0,B,200,123000.0,G,
229.482296,AlphaPL_411325,Cancel,832,,,-200,,,
229.482613,AlphaPL_411325,Insert,833,1.0,B,200,122900.0,G,
229.779653,AlphaPL_411325,Cancel,833,,,-200,,,
229.779771,AlphaPL_411325,Insert,834,1.0,B,200,122800.0,G,
230.042639,AlphaPL_411325,Cancel,834,,,-200,,,
230.043642,AlphaPL_411325,Insert,835,1.0,B,200,122900.0,G,
230.251983,AlphaPL_411325,Cancel,835,,,-200,,,
230.252774,AlphaPL_411325,Insert,836,1.0,B,200,123000.0,G,
230.484845,AlphaPL_411325,Cancel,836,,,-200,,,
230.484978,AlphaPL_411325,Insert,837,1.0,B,200,122900.0,G,
231.018359,AlphaPL_411325,Cancel,837,,,-200,,,
231.018928,AlphaPL_411325,Insert,838,1.0,B,200,123000.0,G,
231.239708,AlphaPL_411325,Cancel,838,,,-200,,,
231.241177,AlphaPL_411325,Insert,839,1.0,B,200,122900.0,G,
231.482934,AlphaPL_411325,Cancel,839,,,-200,,,
231.483293,AlphaPL_411325,Insert,840,1.0,B,200,122800.0,G,
231.959463,AlphaPL_411325,Cancel,840,,,-200,,,
231.959875,AlphaPL_411325,Insert,841,1.0,B,200,122900.0,G,
232.4871,AlphaPL_411325,Cancel,841,,,-200,,,
232.48777,AlphaPL_411325,Insert,842,1.0,B,200,123100.0,G,
232.760494,AlphaPL_411325,Cancel,842,,,-200,,,
232.760772,AlphaPL_411325,Insert,843,1.0,B,200,122800.0,G,
232.978872,AlphaPL_411325,Cancel,843,,,-200,,,
232.979229,AlphaPL_411325,Insert,844,1.0,B,200,122900.0,G,
233.233565,AlphaPL_411325,Cancel,844,,,-200,,,
233.234217,AlphaPL_411325,Insert,845,1.0,B,200,123000.0,G,
233.507421,AlphaPL_411325,Cancel,845,,,-200,,,
233.508013,AlphaPL_411325,Insert,846,1.0,B,200,122700.0,G,
233.965896,AlphaPL_411325,Cancel,846,,,-200,,,
233.966319,AlphaPL_411325,Insert,847,1.0,B,200,122800.0,G,
234.256262,AlphaPL_411325,Cancel,847,,,-200,,,
234.257921,AlphaPL_411325,Insert,848,1.0,B,200,122600.0,G,
234.764901,AlphaPL_411325,Cancel,848,,,-200,,,
234.765296,AlphaPL_411325,Insert,849,1.0,B,200,122500.0,G,
235.281287,AlphaPL_411325,Cancel,849,,,-200,,,
235.281472,AlphaPL_411325,Insert,850,1.0,B,200,122000.0,G,
235.476568,AlphaPL_411325,Cancel,850,,,-200,,,
235.476672,AlphaPL_411325,Insert,851,1.0,B,200,122300.0,G,
235.74014,AlphaPL_411325,Cancel,851,,,-200,,,
235.740506,AlphaPL_411325,Insert,852,1.0,B,200,122000.0,G,
236.029572,AlphaPL_411325,Cancel,852,,,-200,,,
236.030083,AlphaPL_411325,Insert,853,1.0,B,200,121700.0,G,
236.214072,AlphaPL_411325,Cancel,853,,,-200,,,
236.214169,AlphaPL_411325,Insert,854,1.0,B,200,121600.0,G,
236.538646,AlphaPL_411325,Cancel,854,,,-200,,,
236.53929,AlphaPL_411325,Insert,855,1.0,B,200,121200.0,G,
236.732108,AlphaPL_411325,Cancel,855,,,-200,,,
236.732407,AlphaPL_411325,Insert,856,1.0,B,200,121400.0,G,
237.041898,AlphaPL_411325,Cancel,856,,,-200,,,
237.042237,AlphaPL_411325,Insert,857,1.0,B,200,121500.0,G,
237.734797,AlphaPL_411325,Cancel,857,,,-200,,,
237.735245,AlphaPL_411325,Insert,858,1.0,B,200,121600.0,G,
238.019569,AlphaPL_411325,Cancel,858,,,-200,,,
238.020052,AlphaPL_411325,Insert,859,1.0,B,200,121900.0,G,
238.262158,AlphaPL_411325,Cancel,859,,,-200,,,
238.262437,AlphaPL_411325,Insert,860,1.0,B,200,121700.0,G,
238.499328,AlphaPL_411325,Cancel,860,,,-200,,,
238.499436,AlphaPL_411325,Insert,861,1.0,B,200,121600.0,G,
239.029709,AlphaPL_411325,Cancel,861,,,-200,,,
239.030712,AlphaPL_411325,Insert,862,1.0,B,200,121700.0,G,
239.240345,AlphaPL_411325,Cancel,862,,,-200,,,
239.241452,AlphaPL_411325,Insert,863,1.0,B,200,122200.0,G,
239.765911,AlphaPL_411325,Cancel,863,,,-200,,,
239.766534,AlphaPL_411325,Insert,864,1.0,B,200,122300.0,G,
239.957153,AlphaPL_411325,Cancel,864,,,-200,,,
239.957738,AlphaPL_411325,Insert,865,1.0,B,200,122200.0,G,
239.959628,AlphaPL_411325,Trade,865,1.0,B,48,122200.0,,-587.0
240.293817,AlphaPL_411325,Cancel,865,,,-152,,,
240.293999,AlphaPL_411325,Insert,866,1.0,A,48,122600.0,G,
240.294653,AlphaPL_411325,Insert,867,1.0,B,152,122400.0,G,
240.295324,AlphaPL_411325,Trade,866,1.0,A,2,122600.0,,-25.0
240.535195,AlphaPL_411325,Cancel,866,,,-46,,,
240.535347,AlphaPL_411325,Cancel,867,,,-152,,,
240.535721,AlphaPL_411325,Insert,868,1.0,A,46,122500.0,G,
240.535733,AlphaPL_411325,Insert,869,1.0,B,154,122300.0,G,
240.536065,AlphaPL_411325,Trade,868,1.0,A,2,122500.0,,-24.0
240.76451,AlphaPL_411325,Cancel,868,,,-44,,,
240.765111,AlphaPL_411325,Insert,870,1.0,A,44,122400.0,G,
240.765183,AlphaPL_411325,Trade,870,1.0,A,2,122400.0,,-24.0
240.964485,AlphaPL_411325,Cancel,870,,,-42,,,
240.96456,AlphaPL_411325,Cancel,869,,,-154,,,
240.965653,AlphaPL_411325,Insert,871,1.0,A,42,122300.0,G,
240.965695,AlphaPL_411325,Insert,872,1.0,B,158,122100.0,G,
241.221555,AlphaPL_411325,Cancel,871,,,-42,,,
241.221681,AlphaPL_411325,Cancel,872,,,-158,,,
241.222222,AlphaPL_411325,Insert,873,1.0,A,42,122600.0,G,
241.222235,AlphaPL_411325,Insert,874,1.0,B,158,122500.0,G,
241.222494,AlphaPL_411325,Trade,873,1.0,A,2,122600.0,,-25.0
241.288346,AlphaPL_411325,Trade,873,1.0,A,40,122600.0,,-490.0
241.512426,AlphaPL_411325,Cancel,874,,,-158,,,
241.513091,AlphaPL_411325,Insert,875,1.0,B,200,122300.0,G,
241.738209,AlphaPL_411325,Cancel,875,,,-200,,,
241.738991,AlphaPL_411325,Insert,876,1.0,B,200,122400.0,G,
242.473863,AlphaPL_411325,Cancel,876,,,-200,,,
242.47429,AlphaPL_411325,Insert,877,1.0,B,200,122300.0,G,
242.782854,AlphaPL_411325,Cancel,877,,,-200,,,
242.784006,AlphaPL_411325,Insert,878,1.0,B,200,122100.0,G,
243.484277,AlphaPL_411325,Cancel,878,,,-200,,,
243.484556,AlphaPL_411325,Insert,879,1.0,B,200,122200.0,G,
243.774844,AlphaPL_411325,Cancel,879,,,-200,,,
243.775615,AlphaPL_411325,Insert,880,1.0,B,200,122500.0,G,
244.186482,AlphaPL_411325,Trade,880,1.0,B,26,122500.0,,-318.0
244.267691,AlphaPL_411325,Cancel,880,,,-174,,,
244.267771,AlphaPL_411325,Insert,881,1.0,A,26,122800.0,G,
244.268328,AlphaPL_411325,Insert,882,1.0,B,174,122600.0,G,
244.268631,AlphaPL_411325,Trade,881,1.0,A,2,122800.0,,-25.0
244.495757,AlphaPL_411325,Cancel,882,,,-174,,,
244.49641,AlphaPL_411325,Insert,883,1.0,B,176,122700.0,G,
244.496752,AlphaPL_411325,Trade,881,1.0,A,2,122800.0,,-25.0
244.70607,AlphaPL_411325,Cancel,881,,,-22,,,
244.706371,AlphaPL_411325,Insert,884,1.0,A,22,123000.0,G,
244.872674,AlphaPL_411325,Trade,883,1.0,B,8,122700.0,,-98.0
245.026886,AlphaPL_411325,Cancel,884,,,-22,,,
245.027144,AlphaPL_411325,Cancel,883,,,-168,,,
