Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
167.719,TraderOne,Tick,1229,1224,5,-5,126300,126000,11977,-207277,-206277,OK
168.015,TraderOne,Tick,1229,1224,5,-5,126300,126000,11977,-207277,-206277,OK
168.25,TraderOne,Tick,1229,1224,5,-5,126300,126000,11977,-207277,-206277,OK
168.531,TraderOne,Tick,1229,1224,5,-5,126300,126000,11977,-207277,-206277,OK
168.797,TraderOne,Tick,1239,1224,15,-15,125900,126000,11851,-207151,-208651,OK
169.015,TraderOne,Tick,1239,1224,15,-15,125900,126000,11851,-207151,-208651,OK
169.265,TraderOne,Tick,1239,1224,15,-15,125900,126000,11851,-207151,-208651,OK
169.515,TraderOne,Tick,1241,1224,17,-17,126000,126000,11826,-206926,-206926,OK
169.75,TraderOne,Tick,1251,1224,27,-27,125700,126000,12078,-205178,-210578,OK
170.047,TraderOne,Tick,1261,1224,37,-37,126400,126000,12331,-203431,-196031,OK
170.25,TraderOne,Tick,1261,1224,37,-37,126400,126000,12331,-203431,-196031,OK
170.453,TraderOne,Tick,1271,1224,47,-47,126400,126000,12584,-199684,-190284,OK
170.781,TraderOne,Tick,1271,1224,47,-47,126600,126000,12584,-199684,-190284,OK
171.047,TraderOne,Tick,1271,1224,47,-47,126600,126000,12584,-199684,-190284,OK
171.234,TraderOne,Tick,1271,1224,47,-47,126600,126000,12584,-199684,-190284,OK
171.469,TraderOne,Tick,1271,1224,47,-47,126600,127000,12584,-199684,-209084,OK
171.75,TraderOne,Tick,1281,1234,47,-57,126900,127000,12710,1072190,-202510,OK
172.0,TraderOne,Tick,1291,1236,55,-55,126600,127000,12558,-197458,-208458,OK
172.281,TraderOne,Tick,1291,1236,55,-55,126500,127000,12558,-197458,-208458,OK
172.5,TraderOne,Tick,1291,1236,55,-55,126600,127000,12558,-197458,-208458,OK
172.75,TraderOne,Tick,1291,1238,53,-53,126500,127000,12533,-198433,-209033,OK
173.031,TraderOne,Tick,1291,1240,51,-51,126200,127000,12508,-199408,-209608,OK
173.203,TraderOne,Tick,1291,1250,41,-49,126500,127000,12382,810118,-214082,OK
173.5,TraderOne,Tick,1291,1252,39,-39,126400,127000,12357,-205057,-212857,OK
173.75,TraderOne,Tick,1291,1252,39,-39,126400,126600,12357,-205057,-212857,OK
173.953,TraderOne,Tick,1291,1252,39,-39,126400,126600,12357,-205057,-212857,OK
174.265,TraderOne,Tick,1291,1252,39,-39,126400,126600,12357,-205057,-212857,OK
174.453,TraderOne,Tick,1291,1254,37,-37,126300,126600,12332,-205832,-213232,OK
174.781,TraderOne,Tick,1291,1254,37,-37,126300,126600,12332,-205832,-213232,OK
174.969,TraderOne,Tick,1291,1254,37,-37,126300,126600,12332,-205832,-213232,OK
175.203,TraderOne,Tick,1291,1254,37,-37,126300,126600,12332,-205832,-213232,OK
175.453,TraderOne,Tick,1291,1264,27,-27,126400,126600,12206,-207706,-213106,OK
175.719,TraderOne,Tick,1291,1264,27,-27,126400,126600,12206,-207706,-213106,OK
176.015,TraderOne,Tick,1291,1264,27,-27,126400,126600,12206,-207706,-213106,OK
176.281,TraderOne,Tick,1291,1264,27,-27,126400,126600,12206,-207706,-213106,OK
176.547,TraderOne,Tick,1291,1264,27,-27,126400,126600,12206,-207706,-213106,OK
176.797,TraderOne,Tick,1291,1264,27,-27,126400,126300,12206,-207706,-205006,OK
177.031,TraderOne,Tick,1311,1264,47,-47,125700,126000,11954,-208454,-217854,OK
177.219,TraderOne,Tick,1311,1274,37,-37,125600,126000,12205,-213705,-221105,OK
177.469,TraderOne,Tick,1311,1276,35,-35,125800,126000,12180,-214480,-221480,OK
177.797,TraderOne,Tick,1311,1286,25,-25,126100,126000,12054,-215354,-212854,OK
177.953,TraderOne,Tick,1311,1286,25,-25,126100,126000,12054,-215354,-212854,OK
178.219,TraderOne,Tick,1311,1286,25,-25,126100,126000,12054,-215354,-212854,OK
178.515,TraderOne,Tick,1311,1286,25,-25,126100,126000,12054,-215354,-212854,OK
178.734,TraderOne,Tick,1321,1286,35,-35,125600,126000,11928,-214228,-221228,OK
179.0,TraderOne,Tick,1321,1286,35,-35,125600,126000,11928,-214228,-221228,OK
179.203,TraderOne,Tick,1321,1296,25,-25,126000,126000,11802,-217102,-217102,OK
179.469,TraderOne,Tick,1321,1296,25,-25,126000,126100,11802,-217102,-219602,OK
179.75,TraderOne,Tick,1321,1296,25,-25,126000,126100,11802,-217102,-219602,OK
180.0,TraderOne,Tick,1321,1296,25,-25,126000,126100,11802,-217102,-219602,OK
180.281,TraderOne,Tick,1321,1306,15,-15,126100,126000,11676,-218976,-217476,OK
180.5,TraderOne,Tick,1321,1306,15,-15,126100,126000,11676,-218976,-217476,OK
180.734,TraderOne,Tick,1321,1306,15,-15,126100,126000,11676,-218976,-217476,OK
180.984,TraderOne,Tick,1321,1306,15,-15,126100,126000,11676,-218976,-217476,OK
181.265,TraderOne,Tick,1321,1306,15,-15,126100,125800,11676,-218976,-215976,OK
181.453,TraderOne,Tick,1321,1306,15,-15,126100,125800,11676,-218976,-215976,OK
181.719,TraderOne,Tick,1321,1316,5,-5,125900,125800,11550,-219850,-219350,OK
181.984,TraderOne,Tick,1321,1316,5,-5,125900,125800,11550,-219850,-219350,OK
182.219,TraderOne,Tick,1331,1326,5,-5,125700,125800,11676,-219976,-220476,OK
182.562,TraderOne,Tick,1331,1336,-5,5,125800,125800,11550,-220850,-220850,OK
182.734,TraderOne,Tick,1341,1336,5,-5,125900,125800,11802,-222102,-221602,OK
183.062,TraderOne,Tick,1341,1336,5,-5,125900,125800,11802,-222102,-221602,OK
183.234,TraderOne,Tick,1343,1336,7,-7,125800,125800,11777,-222477,-222477,OK
183.547,TraderOne,Tick,1343,1336,7,-7,125800,125900,11777,-222477,-223177,OK
183.734,TraderOne,Tick,1343,1336,7,-7,125800,125900,11777,-222477,-223177,OK
183.984,TraderOne,Tick,1343,1336,7,-7,125800,125900,11777,-222477,-223177,OK
184.297,TraderOne,Tick,1343,1336,7,-7,125800,125900,11777,-222477,-223177,OK
184.5,TraderOne,Tick,1343,1336,7,-7,125900,125900,11777,-222477,-222477,OK
184.812,TraderOne,Tick,1343,1336,7,-7,125900,125500,11777,-222477,-221077,OK
185.015,TraderOne,Tick,1353,1336,17,-17,125400,125500,11651,-226351,-228051,OK
185.265,TraderOne,Tick,1353,1346,7,-7,125300,125500,11902,-226602,-228002,OK
185.547,TraderOne,Tick,1363,1346,17,-7,125300,125500,11777,-1479477,-227877,OK
185.781,TraderOne,Tick,1363,1356,7,-7,125200,125500,12027,-228727,-230127,OK
186.062,TraderOne,Tick,1363,1356,7,-7,125200,125500,12027,-228727,-230127,OK
186.265,TraderOne,Tick,1363,1366,-3,-7,125500,125500,11901,1026399,-228601,OK
186.547,TraderOne,Tick,1363,1366,-3,3,125500,125500,11901,-230601,-230601,OK
186.781,TraderOne,Tick,1374,1366,8,-8,125500,125500,11763,-232663,-232663,OK
187.015,TraderOne,Tick,1374,1376,-2,-7,125700,125500,11637,898763,-231137,OK
187.265,TraderOne,Tick,1376,1376,0,0,125500,125500,11612,-231612,-231612,OK
187.531,TraderOne,Tick,1384,1386,-2,2,125700,125700,11386,-231586,-231586,OK
187.781,TraderOne,Tick,1394,1386,8,-8,125800,125700,11638,-232838,-232038,OK
188.047,TraderOne,Tick,1394,1386,8,-8,125800,125700,11638,-232838,-232038,OK
188.265,TraderOne,Tick,1394,1386,8,-8,125800,125700,11638,-232838,-232038,OK
188.547,TraderOne,Tick,1394,1386,8,-8,125800,125700,11638,-232838,-232038,OK
188.719,TraderOne,Tick,1396,1386,10,-10,125800,125700,11613,-233013,-232013,OK
189.0,TraderOne,Tick,1396,1396,0,0,125700,125700,11864,-234264,-234264,OK
189.281,TraderOne,Tick,1396,1396,0,0,125700,125700,11864,-234264,-234264,OK
189.547,TraderOne,Tick,1406,1406,0,0,125500,125700,11989,-233389,-233389,OK
189.719,TraderOne,Tick,1406,1406,0,0,125500,125700,11989,-233389,-233389,OK
189.984,TraderOne,Tick,1416,1406,10,-10,126000,125700,12241,-233641,-231641,OK
190.297,TraderOne,Tick,1416,1406,10,-10,126000,125700,12241,-233641,-231641,OK
190.469,TraderOne,Tick,1416,1406,10,-10,126000,125700,12241,-233641,-231641,OK
190.797,TraderOne,Tick,1416,1406,10,-10,126000,125700,12241,-233641,-231641,OK
190.984,TraderOne,Tick,1416,1416,0,0,126100,125700,12115,-233515,-233515,OK
191.234,TraderOne,Tick,1416,1416,0,0,126000,125700,12115,-233515,-233515,OK
191.453,TraderOne,Tick,1416,1416,0,0,126000,125700,12115,-233515,-233515,OK
191.703,TraderOne,Tick,1416,1416,0,0,125800,125800,12115,-233515,-233515,OK
192.015,TraderOne,Tick,1416,1416,0,0,125800,125800,12115,-233515,-233515,OK
192.297,TraderOne,Tick,1416,1426,-10,10,125800,125900,12367,-233767,-232767,OK
192.453,TraderOne,Tick,1416,1426,-10,10,125800,125900,12367,-233767,-232767,OK
192.75,TraderOne,Tick,1426,1426,0,0,125900,125900,12241,-234641,-234641,OK
193.015,TraderOne,Tick,1426,1426,0,0,125900,125900,12241,-234641,-234641,OK
193.25,TraderOne,Tick,1426,1426,0,0,125900,125900,12241,-234641,-234641,OK
193.515,TraderOne,Tick,1426,1426,0,0,125900,126100,12241,-234641,-234641,OK
193.797,TraderOne,Tick,1436,1428,8,-8,126300,126100,12468,-232868,-231268,OK
193.969,TraderOne,Tick,1436,1428,8,-8,126300,126100,12468,-232868,-231268,OK
194.219,TraderOne,Tick,1436,1438,-2,2,126200,126100,12342,-232742,-232942,OK
194.484,TraderOne,Tick,1446,1438,8,-8,125900,126100,12216,-233616,-235216,OK
194.781,TraderOne,Tick,1446,1443,3,-3,126000,126100,12153,-233553,-233853,OK
195.0,TraderOne,Tick,1448,1448,0,-3,125800,126100,12065,144935,-233365,OK
195.312,TraderOne,Tick,1448,1448,0,0,125800,126100,12065,-232965,-232965,OK
195.531,TraderOne,Tick,1448,1448,0,0,125800,125400,12065,-232965,-232965,OK
195.719,TraderOne,Tick,1456,1448,8,-8,125300,125200,11964,-237664,-236864,OK
195.984,TraderOne,Tick,1456,1448,8,-8,125300,125200,11964,-237664,-236864,OK
196.219,TraderOne,Tick,1458,1448,10,-10,125200,125200,11939,-237639,-237639,OK
196.515,TraderOne,Tick,1458,1448,10,-10,125200,125200,11939,-237639,-237639,OK
196.703,TraderOne,Tick,1458,1458,0,0,125300,125200,12190,-238890,-238890,OK
197.062,TraderOne,Tick,1458,1458,0,0,125300,125200,12190,-238890,-238890,OK
197.281,TraderOne,Tick,1458,1458,0,0,125300,125200,12190,-238890,-238890,OK
197.453,TraderOne,Tick,1458,1458,0,0,125300,125200,12190,-238890,-238890,OK
197.734,TraderOne,Tick,1458,1458,0,0,125300,125200,12190,-238890,-238890,OK
198.0,TraderOne,Tick,1458,1458,0,0,125300,125200,12190,-238890,-238890,OK
198.219,TraderOne,Tick,1458,1458,0,0,125300,125200,12190,-238890,-238890,OK
198.453,TraderOne,Tick,1468,1468,0,0,124900,124600,12315,-240015,-240015,OK
198.765,TraderOne,Tick,1468,1478,-10,10,124600,124600,12565,-238265,-238265,OK
199.031,TraderOne,Tick,1468,1488,-20,20,124600,124400,12814,-237514,-241514,OK
199.219,TraderOne,Tick,1468,1488,-20,20,124600,124500,12814,-237514,-239514,OK
199.5,TraderOne,Tick,1468,1498,-30,30,124700,124400,12689,-236389,-242389,OK
199.703,TraderOne,Tick,1478,1508,-30,30,124500,124400,12813,-236513,-239513,OK
199.984,TraderOne,Tick,1488,1508,-20,20,124500,124400,13062,-238762,-240762,OK
200.25,TraderOne,Tick,1488,1508,-20,20,124500,124000,13062,-238762,-242762,OK
200.515,TraderOne,Tick,1488,1518,-30,30,124400,123100,13311,-234011,-240011,OK
200.765,TraderOne,Tick,1488,1528,-40,40,123800,123300,13559,-226259,-234259,OK
201.047,TraderOne,Tick,1488,1538,-50,50,123800,123300,13807,-222507,-232507,OK
201.203,TraderOne,Tick,1488,1538,-50,50,123800,123300,13807,-222507,-232507,OK
201.5,TraderOne,Tick,1488,1548,-60,60,123800,123300,14055,-217755,-229755,OK
201.781,TraderOne,Tick,1498,1548,-50,50,123700,123200,13931,-225631,-235631,OK
202.047,TraderOne,Tick,1498,1558,-60,60,123500,122800,14178,-219878,-231878,OK
202.312,TraderOne,Tick,1498,1568,-70,70,123500,122800,14425,-214125,-228125,OK
202.5,TraderOne,Tick,1508,1568,-60,60,123400,122800,14672,-221372,-233372,OK
202.75,TraderOne,Tick,1518,1568,-50,50,123200,122600,14919,-227619,-237619,OK
202.969,TraderOne,Tick,1518,1578,-60,60,123100,122600,15165,-222865,-234865,OK
203.281,TraderOne,Tick,1518,1578,-60,60,123100,122500,15165,-222865,-234865,OK
203.5,TraderOne,Tick,1518,1578,-60,60,123100,122700,15165,-222865,-234865,OK
203.765,TraderOne,Tick,1528,1578,-50,50,123100,122700,15411,-228111,-238111,OK
204.031,TraderOne,Tick,1538,1578,-40,40,123400,122700,15288,-233988,-241988,OK
204.234,TraderOne,Tick,1538,1578,-40,40,123400,122700,15288,-233988,-241988,OK
204.515,TraderOne,Tick,1548,1578,-30,32,123200,122800,15164,-483464,-243864,OK
204.781,TraderOne,Tick,1548,1578,-30,30,123200,122800,15164,-237864,-243864,OK
204.984,TraderOne,Tick,1548,1578,-30,30,123200,122800,15164,-237864,-243864,OK
205.25,TraderOne,Tick,1550,1578,-28,28,123200,123100,15139,-238639,-241439,OK
205.547,TraderOne,Tick,1560,1578,-18,18,123400,123100,15386,-239886,-243486,OK
205.734,TraderOne,Tick,1560,1588,-28,28,123500,123100,15633,-238133,-243733,OK
206.0,TraderOne,Tick,1562,1588,-26,26,123500,123100,15608,-238908,-244108,OK
206.265,TraderOne,Tick,1562,1588,-26,26,123500,123200,15608,-238908,-244108,OK
206.484,TraderOne,Tick,1562,1588,-26,26,123500,123100,15608,-238908,-244108,OK
206.765,TraderOne,Tick,1562,1598,-36,36,123300,123100,15855,-236155,-243355,OK
207.0,TraderOne,Tick,1562,1598,-36,36,123300,123100,15855,-236155,-243355,OK
207.234,TraderOne,Tick,1572,1598,-26,26,123600,123100,15731,-243431,-248631,OK
207.5,TraderOne,Tick,1572,1608,-36,36,123400,123100,15978,-240678,-247878,OK
207.703,TraderOne,Tick,1574,1608,-34,34,123300,123100,15953,-241453,-248253,OK
208.031,TraderOne,Tick,1584,1608,-24,24,123300,123100,16200,-245700,-250500,OK
208.312,TraderOne,Tick,1584,1608,-24,24,123300,123100,16200,-245700,-250500,OK
208.547,TraderOne,Tick,1584,1608,-24,24,123300,123100,16200,-245700,-250500,OK
208.719,TraderOne,Tick,1584,1608,-24,24,123300,123100,16200,-245700,-250500,OK
209.015,TraderOne,Tick,1584,1608,-24,24,123300,123100,16200,-245700,-250500,OK
209.219,TraderOne,Tick,1586,1608,-22,22,123300,123100,16175,-246275,-250675,OK
209.484,TraderOne,Tick,1586,1608,-22,22,123300,123100,16175,-246275,-250675,OK
209.703,TraderOne,Tick,1586,1608,-22,22,123300,123100,16175,-246275,-250675,OK
209.969,TraderOne,Tick,1586,1608,-22,22,123300,123100,16175,-246275,-250675,OK
210.297,TraderOne,Tick,1596,1608,-12,12,123500,123100,16422,-248522,-250922,OK
210.453,TraderOne,Tick,1596,1608,-12,12,123500,123100,16422,-248522,-250922,OK
210.781,TraderOne,Tick,1606,1608,-2,2,123400,123100,16299,-249599,-249999,OK
211.047,TraderOne,Tick,1606,1608,-2,2,123400,123100,16299,-249599,-249999,OK
211.219,TraderOne,Tick,1606,1608,-2,2,123400,123100,16299,-249599,-249999,OK
211.453,TraderOne,Tick,1606,1608,-2,2,123400,123100,16299,-249599,-249999,OK
211.765,TraderOne,Tick,1606,1608,-2,2,123400,123100,16299,-249599,-249999,OK
212.015,TraderOne,Tick,1616,1608,8,-8,123600,123300,16175,-252475,-250875,OK
212.265,TraderOne,Tick,1616,1608,8,-8,123600,123300,16175,-252475,-250875,OK
212.484,TraderOne,Tick,1616,1610,6,-6,123500,123300,16150,-252450,-251250,OK
212.781,TraderOne,Tick,1616,1610,6,-6,123500,123300,16150,-252450,-251250,OK
212.984,TraderOne,Tick,1616,1620,-4,4,123800,123300,16026,-253326,-254126,OK
213.265,TraderOne,Tick,1616,1620,-4,4,123800,123300,16026,-253326,-254126,OK
213.484,TraderOne,Tick,1616,1620,-4,4,123800,123300,16026,-253326,-254126,OK
213.797,TraderOne,Tick,1616,1620,-4,4,123800,123300,16026,-253326,-254126,OK
214.047,TraderOne,Tick,1626,1620,6,-6,123700,123300,15902,-255202,-254002,OK
214.297,TraderOne,Tick,1626,1630,-4,4,123700,123300,16149,-256449,-257249,OK
214.5,TraderOne,Tick,1626,1630,-4,4,123700,123300,16149,-256449,-257249,OK
214.719,TraderOne,Tick,1626,1630,-4,4,123700,123300,16149,-256449,-257249,OK
215.015,TraderOne,Tick,1636,1630,6,-6,123900,123300,16397,-257697,-256497,OK
215.203,TraderOne,Tick,1636,1630,6,-6,124100,123300,16397,-257697,-256497,OK
215.515,TraderOne,Tick,1636,1640,-4,4,124000,123800,16273,-256573,-257373,OK
215.781,TraderOne,Tick,1636,1640,-4,4,124000,123800,16273,-256573,-257373,OK
216.015,TraderOne,Tick,1636,1640,-4,4,124000,123600,16273,-256573,-257373,OK
216.219,TraderOne,Tick,1637,1640,-3,3,123700,123600,16261,-256761,-257061,OK
216.531,TraderOne,Tick,1637,1640,-3,3,123700,123600,16261,-256761,-257061,OK
216.734,TraderOne,Tick,1637,1640,-3,3,123700,123600,16261,-256761,-257061,OK
216.969,TraderOne,Tick,1637,1640,-3,3,123700,123600,16261,-256761,-257061,OK
217.203,TraderOne,Tick,1647,1640,7,-7,123600,123600,16137,-257637,-257637,OK
217.547,TraderOne,Tick,1647,1640,7,-7,123600,123600,16137,-257637,-257637,OK
217.75,TraderOne,Tick,1647,1650,-3,3,123800,123600,16013,-257513,-258113,OK
218.047,TraderOne,Tick,1647,1650,-3,3,123800,123600,16013,-257513,-258113,OK
218.25,TraderOne,Tick,1647,1650,-3,3,123800,123600,16013,-257513,-258113,OK
218.547,TraderOne,Tick,1647,1650,-3,3,123800,123600,16013,-257513,-258113,OK
218.75,TraderOne,Tick,1657,1660,-3,3,123800,123600,16137,-259637,-260237,OK
219.0,TraderOne,Tick,1659,1660,-1,1,123800,123600,16187,-259887,-260087,OK
219.297,TraderOne,Tick,1659,1670,-11,11,124000,123600,16063,-257763,-259963,OK
219.453,TraderOne,Tick,1659,1670,-11,11,124000,123700,16063,-257763,-259963,OK
219.734,TraderOne,Tick,1659,1670,-11,11,124000,123700,16063,-257763,-259963,OK
219.969,TraderOne,Tick,1659,1670,-11,11,124000,122900,16063,-257763,-259963,OK
220.25,TraderOne,Tick,1669,1680,-11,11,123000,122900,16187,-254887,-255987,OK
220.5,TraderOne,Tick,1669,1680,-11,11,123000,123000,16187,-254887,-254887,OK
220.781,TraderOne,Tick,1673,1680,-7,9,123100,123000,16137,-501437,-256137,OK
221.015,TraderOne,Tick,1673,1680,-7,7,123100,122900,16137,-255637,-257037,OK
221.312,TraderOne,Tick,1673,1690,-17,17,123000,122900,16383,-256883,-258583,OK
221.515,TraderOne,Tick,1673,1690,-17,17,123000,122900,16383,-256883,-258583,OK
221.734,TraderOne,Tick,1673,1690,-17,17,123000,122900,16383,-256883,-258583,OK
222.047,TraderOne,Tick,1673,1690,-17,17,123000,122900,16383,-256883,-258583,OK
222.297,TraderOne,Tick,1677,1700,-23,23,123300,123100,16209,-254109,-258709,OK
222.453,TraderOne,Tick,1677,1700,-23,23,123300,123100,16209,-254109,-258709,OK
222.703,TraderOne,Tick,1679,1700,-21,21,123300,123100,16184,-254684,-258884,OK
222.984,TraderOne,Tick,1685,1700,-15,15,123100,123000,16110,-256410,-257910,OK
223.297,TraderOne,Tick,1695,1700,-5,5,123100,123000,15987,-260287,-260787,OK
223.5,TraderOne,Tick,1695,1705,-10,10,123000,123000,16110,-259910,-259910,OK
223.765,TraderOne,Tick,1695,1705,-10,10,123000,123000,16110,-259910,-259910,OK
224.0,TraderOne,Tick,1695,1710,-15,15,123300,123000,16048,-259348,-262348,OK
224.265,TraderOne,Tick,1695,1710,-15,15,123300,123000,16048,-259348,-262348,OK
224.5,TraderOne,Tick,1695,1710,-15,15,123300,123000,16048,-259348,-262348,OK
224.797,TraderOne,Tick,1695,1720,-25,25,123200,122900,15925,-258225,-263225,OK
225.047,TraderOne,Tick,1695,1720,-25,25,123100,122900,15925,-258225,-263225,OK
225.265,TraderOne,Tick,1695,1720,-25,25,123100,122900,15925,-258225,-263225,OK
225.547,TraderOne,Tick,1699,1720,-21,21,123200,122900,15875,-259375,-263575,OK
225.765,TraderOne,Tick,1699,1720,-21,21,123200,123000,15875,-259375,-263575,OK
226.031,TraderOne,Tick,1709,1720,-11,11,123300,123000,16122,-262622,-264822,OK
226.281,TraderOne,Tick,1709,1730,-21,21,123400,123000,15999,-261499,-265699,OK
226.531,TraderOne,Tick,1711,1730,-19,19,123400,123000,15974,-262074,-265874,OK
226.734,TraderOne,Tick,1711,1730,-19,19,123400,123000,15974,-262074,-265874,OK
226.953,TraderOne,Tick,1711,1730,-19,19,123400,123000,15974,-262074,-265874,OK
227.203,TraderOne,Tick,1711,1730,-19,19,123400,123000,15974,-262074,-265874,OK
227.484,TraderOne,Tick,1711,1730,-19,19,123400,123100,15974,-262074,-265874,OK
227.781,TraderOne,Tick,1711,1740,-29,29,123500,123100,15851,-259951,-265751,OK
227.984,TraderOne,Tick,1711,1740,-29,29,123500,123100,15851,-259951,-265751,OK
228.219,TraderOne,Tick,1711,1740,-29,29,123500,123100,15851,-259951,-265751,OK
228.5,TraderOne,Tick,1711,1740,-29,29,123500,123000,15851,-259951,-265751,OK
228.75,TraderOne,Tick,1713,1740,-27,27,123300,123100,15826,-260526,-265926,OK
229.047,TraderOne,Tick,1713,1750,-37,37,123500,123100,15703,-259403,-266803,OK
229.234,TraderOne,Tick,1717,1750,-33,35,123500,123200,15653,-507153,-267353,OK
229.469,TraderOne,Tick,1717,1760,-43,43,123800,123000,15529,-257029,-265629,OK
229.797,TraderOne,Tick,1719,1760,-41,41,123400,122900,15504,-258004,-266204,OK
229.969,TraderOne,Tick,1721,1760,-39,39,123400,122900,15479,-259179,-266979,OK
230.281,TraderOne,Tick,1723,1760,-37,37,123300,123100,15454,-259954,-267354,OK
230.515,TraderOne,Tick,1725,1760,-35,37,123400,123000,15429,-506729,-267729,OK
230.781,TraderOne,Tick,1727,1760,-33,33,123300,123000,15404,-261704,-268304,OK
231.015,TraderOne,Tick,1727,1760,-33,33,123300,123000,15404,-261704,-268304,OK
231.265,TraderOne,Tick,1729,1760,-31,31,123400,123000,15379,-262479,-268679,OK
231.453,TraderOne,Tick,1737,1760,-23,23,123100,122800,15280,-267980,-272580,OK
231.703,TraderOne,Tick,1737,1760,-23,23,123100,122800,15280,-267980,-272580,OK
232.0,TraderOne,Tick,1738,1760,-22,22,123100,122800,15268,-268268,-272668,OK
232.234,TraderOne,Tick,1738,1760,-22,22,123100,122800,15268,-268268,-272668,OK
232.562,TraderOne,Tick,1738,1760,-22,22,123100,122800,15268,-268268,-272668,OK
232.719,TraderOne,Tick,1738,1760,-22,22,123100,122900,15268,-268268,-272668,OK
232.953,TraderOne,Tick,1738,1770,-32,32,123300,122900,15515,-265515,-271915,OK
233.234,TraderOne,Tick,1740,1770,-30,30,123300,122900,15490,-266290,-272290,OK
233.562,TraderOne,Tick,1750,1770,-20,20,123400,122900,15367,-273167,-277167,OK
233.797,TraderOne,Tick,1750,1770,-20,20,123400,122900,15367,-273167,-277167,OK
233.984,TraderOne,Tick,1750,1780,-30,30,123300,122900,15244,-271044,-277044,OK
234.297,TraderOne,Tick,1752,1780,-28,28,123100,122700,15219,-272019,-277619,OK
234.531,TraderOne,Tick,1752,1790,-38,38,123000,122700,15465,-270265,-277865,OK
234.75,TraderOne,Tick,1752,1790,-38,38,123000,122600,15465,-270265,-277865,OK
234.969,TraderOne,Tick,1752,1790,-38,38,123000,122600,15465,-270265,-277865,OK
235.297,TraderOne,Tick,1762,1790,-28,28,122800,122100,15342,-278142,-283742,OK
235.469,TraderOne,Tick,1762,1800,-38,38,122700,122200,15587,-272387,-279987,OK
235.703,TraderOne,Tick,1772,1800,-28,28,122600,122100,15832,-276632,-282232,OK
236.0,TraderOne,Tick,1772,1810,-38,38,122500,121500,16077,-272877,-280477,OK
236.297,TraderOne,Tick,1772,1820,-48,48,122300,121600,16322,-266722,-276322,OK
236.469,TraderOne,Tick,1772,1830,-58,58,122300,121600,16567,-261967,-273567,OK
236.765,TraderOne,Tick,1782,1830,-48,48,121900,121400,16445,-270845,-280445,OK
237.047,TraderOne,Tick,1782,1830,-48,48,121900,121500,16445,-270845,-280445,OK
237.297,TraderOne,Tick,1782,1840,-58,58,122000,121600,16323,-266723,-278323,OK
237.531,TraderOne,Tick,1792,1840,-48,48,121900,121600,16567,-273967,-283567,OK
237.703,TraderOne,Tick,1792,1840,-48,48,121900,121600,16567,-273967,-283567,OK
237.969,TraderOne,Tick,1794,1840,-46,46,122100,121600,16543,-274943,-284143,OK
238.25,TraderOne,Tick,1804,1840,-36,36,122100,121600,16421,-280821,-288021,OK
238.515,TraderOne,Tick,1804,1840,-36,36,122100,121700,16421,-280821,-288021,OK
238.719,TraderOne,Tick,1824,1840,-16,16,121900,121700,16177,-287577,-290777,OK
239.047,TraderOne,Tick,1824,1840,-16,16,121900,121700,16177,-287577,-290777,OK
239.234,TraderOne,Tick,1824,1842,-18,18,122000,122100,16153,-287553,-285753,OK
239.484,TraderOne,Tick,1834,1842,-8,8,122300,122100,16397,-287797,-289397,OK
239.75,TraderOne,Tick,1834,1852,-18,18,122600,122100,16274,-285674,-289274,OK
239.984,TraderOne,Tick,1834,1852,-18,18,122600,122100,16274,-285674,-289274,OK
240.234,TraderOne,Tick,1844,1852,-8,8,122200,122100,16152,-287552,-288352,OK
240.469,TraderOne,Tick,1844,1854,-10,10,122500,122400,16128,-287528,-288528,OK
240.703,TraderOne,Tick,1854,1854,0,0,122500,122400,16006,-289406,-289406,OK
241.0,TraderOne,Tick,1854,1856,-2,2,122400,122300,15982,-289382,-289582,OK
241.297,TraderOne,Tick,1864,1864,0,0,122600,122300,15763,-292763,-292763,OK
241.5,TraderOne,Tick,1864,1864,0,0,122700,122300,15763,-292763,-292763,OK
241.719,TraderOne,Tick,1864,1875,-11,11,122500,122300,15996,-292796,-294996,OK
242.0,TraderOne,Tick,1864,1875,-11,11,122700,122300,15996,-292796,-294996,OK
242.25,TraderOne,Tick,1864,1875,-11,11,122700,122500,15996,-292796,-294996,OK
242.531,TraderOne,Tick,1864,1875,-11,11,122700,122500,15996,-292796,-294996,OK
242.797,TraderOne,Tick,1864,1875,-11,11,122700,122500,15996,-292796,-294996,OK
243.015,TraderOne,Tick,1874,1875,-1,1,122500,122500,15874,-297674,-297674,OK
243.203,TraderOne,Tick,1874,1877,-3,3,122300,122500,15850,-297450,-296850,OK
243.5,TraderOne,Tick,1874,1885,-11,5,122300,122500,15753,436447,-296353,OK
243.797,TraderOne,Tick,1874,1885,-11,11,122300,122400,15753,-297953,-296853,OK
244.062,TraderOne,Tick,1874,1895,-21,21,122600,122400,15630,-298830,-303030,OK
244.219,TraderOne,Tick,1884,1895,-11,11,122500,122400,15507,-300707,-301807,OK
244.5,TraderOne,Tick,1894,1895,-1,1,122800,122400,15384,-302584,-302784,OK
244.703,TraderOne,Tick,1904,1895,9,-9,122800,122400,15630,-303830,-302030,OK
245.0,TraderOne,Tick,1904,1895,9,-9,122700,122900,15630,-303830,-305630,OK
